,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,11,20,3,11200,1,3,3,0,4,0,19,2,2,0,2,5,5,1965,1965,3,1,6,6,3,4,1,906,0,134,1040,1,0,1,4,1040,0,0,1040,1,0,1,0,3,1,3,5,6,0,1,384,2,0,0,0,0,0,0,0,2,2008,8,4,11.771436160121729
11,12,60,3,11924,1,0,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,14,15,0,4,2,998,0,177,1175,1,0,1,4,1182,1142,0,2324,1,0,3,0,4,1,0,11,6,2,3,736,2,147,21,0,0,0,0,0,7,2006,6,5,12.751299696013497
12,13,20,3,12968,1,1,3,0,4,0,19,2,2,0,2,5,6,1962,1962,3,1,6,10,3,4,1,737,0,175,912,1,4,1,4,912,0,0,912,1,0,1,0,2,1,3,4,6,0,1,352,2,140,0,0,0,176,0,0,9,2008,8,4,11.877568578558138
13,14,20,3,10652,1,0,3,0,4,0,5,2,2,0,2,7,5,2006,2007,1,1,12,13,2,4,2,0,0,1494,1494,1,0,1,4,1494,0,0,1494,0,0,2,0,3,1,2,7,6,1,3,840,2,160,33,0,0,0,0,0,8,2007,6,5,12.540757571577291
14,15,20,3,10920,1,0,3,0,0,0,12,2,2,0,2,6,5,1960,1960,3,1,8,8,3,4,1,733,0,520,1253,1,4,1,4,1253,0,0,1253,1,0,1,1,2,1,3,5,6,1,1,352,2,0,213,176,0,0,0,0,5,2008,8,4,11.964001084330445
15,16,45,4,6120,1,3,3,0,0,0,3,2,2,0,1,7,8,1929,2001,1,1,13,14,3,4,0,0,0,832,832,1,0,1,0,854,0,0,854,0,0,1,0,2,1,3,5,6,0,2,576,2,48,112,0,0,0,0,0,7,2007,8,4,11.790557201568507
16,17,20,3,11241,1,0,3,0,1,0,12,2,2,0,2,6,7,1970,1970,1,1,13,14,3,4,1,578,0,426,1004,1,0,1,4,1004,0,0,1004,1,0,1,0,2,1,3,5,6,1,2,480,2,0,0,0,0,0,0,700,3,2010,8,4,11.911701584927597
17,18,90,3,10791,1,3,3,0,4,0,19,2,2,2,2,4,5,1967,1967,1,1,8,8,3,4,3,0,0,0,0,1,4,1,4,1296,0,0,1296,0,0,2,0,2,2,3,6,6,0,2,516,2,0,0,0,0,0,0,500,10,2006,8,4,11.407564949312402
18,19,20,3,13695,1,3,3,0,4,0,20,5,2,0,2,5,5,2004,2004,1,1,12,13,3,4,2,646,0,468,1114,1,0,1,4,1114,0,0,1114,1,0,1,1,3,1,2,6,6,0,2,576,2,0,102,0,0,0,0,0,6,2008,8,4,11.976659481202368
19,20,20,3,7560,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1965,3,1,3,10,3,4,1,504,0,525,1029,1,4,1,4,1339,0,0,1339,0,0,1,0,3,1,3,6,2,0,1,294,2,0,0,0,0,0,0,0,5,2009,0,0,11.842229212112828
20,21,60,3,14215,1,0,3,0,0,0,16,2,2,0,5,8,5,2005,2006,1,1,12,13,2,4,2,0,0,1158,1158,1,0,1,4,1158,1218,0,2376,0,0,3,1,4,1,2,9,6,1,3,853,2,240,154,0,0,0,0,0,11,2006,6,5,12.692503112461443
21,22,45,4,7449,1,3,0,0,4,0,9,2,2,0,1,7,7,1930,1950,1,1,13,14,3,4,2,0,0,637,637,1,0,1,1,1108,0,0,1108,0,0,1,0,3,1,2,6,6,1,1,280,0,0,0,205,0,0,0,0,6,2007,8,4,11.845102777308561
22,23,20,3,9742,1,3,3,0,4,0,5,2,2,0,2,8,5,2002,2002,3,1,12,13,2,4,2,0,0,1777,1777,1,0,1,4,1795,0,0,1795,0,0,2,0,3,1,2,7,6,1,2,534,2,171,159,0,0,0,0,0,9,2008,8,4,12.345834587905333
23,24,120,4,4224,1,3,3,0,4,0,10,2,2,4,2,5,7,1976,1976,1,1,5,5,3,4,2,840,0,200,1040,1,4,1,4,1060,0,0,1060,1,0,1,0,3,1,3,6,6,1,2,572,2,100,110,0,0,0,0,0,6,2007,8,4,11.77452020265869
24,25,20,3,8246,1,0,3,0,4,0,19,2,2,0,2,5,8,1968,2001,1,1,9,10,3,2,1,188,668,204,1060,1,0,1,4,1060,0,0,1060,1,0,1,0,3,1,2,6,6,1,1,270,2,406,90,0,0,0,0,0,5,2010,8,4,11.944707881395766
25,26,20,3,14230,1,3,3,0,0,0,16,2,2,0,2,8,5,2007,2007,1,1,12,13,2,4,2,0,0,1566,1566,1,0,1,4,1600,0,0,1600,0,0,2,0,3,1,2,7,6,1,3,890,2,0,56,0,0,0,0,0,7,2009,8,4,12.454103912352162
26,27,20,3,7200,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,2000,1,1,13,14,3,4,1,234,486,180,900,1,4,1,4,900,0,0,900,0,1,1,0,3,1,2,5,6,0,2,576,2,222,32,0,0,0,0,0,5,2010,8,4,11.811547477460344
27,28,20,3,11478,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2008,1,1,12,13,2,4,2,1218,0,486,1704,1,0,1,4,1704,0,0,1704,1,0,2,0,3,1,2,7,6,1,3,772,2,0,50,0,0,0,0,0,5,2010,8,4,12.631340380934517
28,29,20,3,16321,1,0,3,0,1,0,12,2,2,0,2,5,6,1957,1997,1,1,8,8,3,4,1,1277,0,207,1484,1,4,1,4,1600,0,0,1600,1,0,1,0,2,1,3,6,6,2,1,319,2,288,258,0,0,0,0,0,12,2006,8,4,12.24288661865289
29,30,30,4,6324,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,1,8,8,3,4,0,0,0,520,520,1,1,0,4,520,0,0,520,0,0,1,0,1,1,1,4,6,0,1,240,2,49,0,87,0,0,0,0,5,2008,8,4,11.134589024250317
30,31,70,0,8500,1,3,3,0,4,0,9,1,2,0,5,4,4,1920,1950,2,1,3,3,3,1,0,0,0,649,649,1,4,0,4,649,668,0,1317,0,0,1,0,3,1,3,6,6,0,1,250,0,0,54,172,0,0,0,0,7,2008,8,4,10.596634733096073
31,32,20,3,8544,1,0,3,0,1,0,19,2,2,0,2,5,6,1966,2006,1,1,6,6,3,4,1,0,0,1228,1228,1,2,1,4,1228,0,0,1228,0,0,1,1,3,1,2,6,6,0,1,271,2,0,65,0,0,0,0,0,6,2008,8,4,11.914047823644255
32,33,20,3,11049,1,3,3,0,0,0,5,2,2,0,2,8,5,2007,2007,1,1,12,13,2,4,2,0,0,1234,1234,1,0,1,4,1234,0,0,1234,0,0,2,0,3,1,2,7,6,0,2,484,2,0,30,0,0,0,0,0,1,2008,8,4,12.100156419938624
33,34,20,3,10552,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,3,3,4,1,1018,0,380,1398,1,2,1,4,1700,0,0,1700,0,1,1,1,4,1,2,6,6,1,2,447,2,0,38,0,0,0,0,0,4,2010,8,4,12.016726473799254
34,35,120,3,7313,1,3,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,0,4,2,1153,0,408,1561,1,0,1,4,1561,0,0,1561,1,0,2,0,2,1,0,6,6,1,2,556,2,203,47,0,0,0,0,0,8,2007,8,4,12.533576212168626
35,36,60,3,13418,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,12,13,2,4,2,0,0,1117,1117,1,0,1,4,1132,1320,0,2452,0,0,3,1,4,1,2,9,6,1,3,691,2,113,32,0,0,0,0,0,9,2006,8,4,12.641096555879882
36,37,20,3,10859,1,3,3,0,0,0,5,2,2,0,2,5,5,1994,1995,1,1,12,13,3,4,2,0,0,1097,1097,1,0,1,4,1097,0,0,1097,0,0,1,1,3,1,3,6,6,0,2,672,2,392,64,0,0,0,0,0,6,2009,8,4,11.884489021402711
37,38,20,3,8532,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1990,3,1,13,14,3,4,1,1213,0,84,1297,1,2,1,4,1297,0,0,1297,0,1,1,0,3,1,3,5,6,1,2,498,2,0,0,0,0,0,0,0,10,2009,8,4,11.938193200374572
38,39,20,3,7922,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2007,1,1,12,13,3,2,1,731,0,326,1057,1,4,1,4,1057,0,0,1057,1,0,1,0,3,1,2,5,6,0,1,246,2,0,52,0,0,0,0,0,1,2010,8,0,11.59910316121128
39,40,90,3,6040,1,3,3,0,4,0,7,2,2,2,2,4,5,1955,1955,1,1,0,10,3,4,2,0,0,0,0,1,4,0,2,1152,0,0,1152,0,0,2,0,2,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,6,2008,8,1,11.314474526246391
40,41,20,3,8658,1,3,3,0,4,0,12,2,2,0,2,6,5,1965,1965,1,1,13,14,3,4,1,643,0,445,1088,1,0,1,4,1324,0,0,1324,0,0,2,0,3,1,3,6,6,1,2,440,2,0,138,0,0,0,0,0,12,2006,8,0,11.982929094215963
41,42,20,3,16905,1,3,3,0,4,0,23,2,2,0,2,5,6,1959,1959,1,1,12,13,3,2,1,967,0,383,1350,1,2,1,4,1328,0,0,1328,0,1,1,1,2,1,3,5,6,2,1,308,1,0,104,0,0,0,0,0,7,2007,8,4,12.043553716032399
42,43,85,3,9180,1,0,3,0,1,0,20,2,2,0,6,5,7,1983,1983,1,1,6,6,3,4,1,747,93,0,840,1,2,1,4,884,0,0,884,1,0,1,0,2,1,2,5,6,0,2,504,2,240,0,0,0,0,0,0,12,2007,8,4,11.877568578558138
43,44,20,3,9200,1,0,3,0,1,0,5,2,2,0,2,5,6,1975,1980,3,1,12,13,3,4,1,280,491,167,938,1,4,1,4,938,0,0,938,1,0,1,0,3,1,3,5,6,0,1,308,2,145,0,0,0,0,0,0,7,2008,8,4,11.777210959615614
44,45,20,3,7945,1,3,3,0,4,0,12,2,2,0,2,5,6,1959,1959,1,1,3,14,3,4,1,179,506,465,1150,1,0,1,0,1150,0,0,1150,1,0,1,0,3,1,3,6,6,0,1,300,2,0,0,0,0,0,0,0,5,2006,8,4,11.856515169360305
45,46,120,3,7658,1,3,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,0,4,2,456,0,1296,1752,1,0,1,4,1752,0,0,1752,1,0,2,0,2,1,0,6,6,1,2,576,2,196,82,0,0,0,0,0,2,2010,8,4,12.675763725937609
46,47,50,3,12822,1,0,3,0,1,0,11,2,2,0,0,7,5,2003,2003,1,1,12,13,2,4,2,1351,0,83,1434,1,0,1,4,1518,631,0,2149,1,0,1,1,1,1,2,6,6,1,2,670,2,168,43,0,0,198,0,0,8,2009,8,0,12.387085012375499
47,48,20,1,11096,1,3,3,0,4,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,2,4,2,24,0,1632,1656,1,0,1,4,1656,0,0,1656,0,0,2,0,3,1,2,7,6,0,3,826,2,0,146,0,0,0,0,0,7,2007,8,4,12.428015476267865
48,49,190,4,4456,1,3,3,0,4,0,17,2,2,1,5,4,5,1920,2008,1,1,8,8,3,4,0,0,0,736,736,1,2,1,4,736,716,0,1452,0,0,2,0,2,3,3,8,6,0,0,0,0,0,0,102,0,0,0,0,6,2009,6,5,11.635143097694478
49,50,20,3,7742,1,3,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,3,4,1,763,0,192,955,1,0,1,4,955,0,0,955,1,0,1,0,3,1,3,6,6,0,1,386,2,0,0,0,0,0,0,0,1,2007,8,4,11.751942365440728
50,51,60,3,13869,1,1,3,0,0,0,8,2,2,0,5,6,6,1997,1997,1,1,12,13,3,4,2,182,0,612,794,1,2,1,4,794,676,0,1470,0,1,2,0,3,1,3,6,6,0,2,388,2,0,75,0,0,0,0,0,7,2007,8,4,12.083905011555967
51,52,50,4,6240,1,3,3,0,4,0,3,2,2,0,0,6,6,1934,1950,1,1,13,14,3,4,2,0,0,816,816,1,4,1,4,816,0,360,1176,0,0,1,0,3,1,3,6,6,1,2,528,2,112,0,0,0,0,0,400,9,2006,8,4,11.648330101976432
52,53,90,4,8472,0,1,0,0,0,1,9,8,2,2,2,5,5,1963,1963,1,1,13,14,1,4,1,104,712,0,816,1,4,0,4,816,0,0,816,1,0,1,0,2,1,3,5,6,0,2,516,2,106,0,0,0,0,0,0,5,2010,8,4,11.608235644774552
53,54,20,3,50271,1,0,2,0,4,0,24,2,2,0,2,9,5,1981,1987,1,7,14,15,2,4,1,1810,0,32,1842,1,2,1,4,1842,0,0,1842,2,0,0,1,0,1,2,5,6,1,3,894,2,857,72,0,0,0,0,0,11,2006,8,4,12.86099861326992
54,55,80,3,7134,1,3,0,0,4,1,12,2,2,0,7,5,5,1955,1955,1,1,8,8,3,4,1,384,0,0,384,1,4,1,4,1360,0,0,1360,0,0,1,0,3,1,3,6,2,1,2,572,2,0,50,0,0,0,0,0,2,2007,8,4,11.77528972943772
55,56,20,3,10175,1,0,3,0,4,0,12,2,2,0,2,6,5,1964,1964,1,1,6,10,3,4,1,490,0,935,1425,1,2,1,4,1425,0,0,1425,0,0,2,0,3,1,3,7,6,1,2,576,2,0,0,0,407,0,0,0,7,2008,8,4,12.103486056755072
56,57,160,1,2645,1,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,8,8,2,4,2,649,0,321,970,1,0,1,4,983,756,0,1739,1,0,2,1,3,1,2,7,6,0,2,480,2,115,0,0,0,0,0,0,8,2009,8,0,12.058152515453552
57,58,60,3,11645,1,0,3,0,0,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,2,4,2,0,0,860,860,1,0,1,4,860,860,0,1720,0,0,2,1,3,1,2,7,6,0,2,565,2,0,70,0,0,0,0,0,8,2006,8,4,12.188417710291453
58,59,60,3,13682,1,1,1,0,1,0,22,2,2,0,5,10,5,2006,2006,3,1,12,13,0,4,2,0,0,1410,1410,1,0,1,4,1426,1519,0,2945,0,0,3,1,3,1,2,10,6,1,3,641,2,192,0,37,0,0,0,0,10,2006,6,5,12.991753427493052
59,60,20,3,7200,1,3,0,0,4,0,5,2,2,0,2,5,7,1972,1972,1,1,6,6,3,4,1,632,0,148,780,1,0,1,4,780,0,0,780,0,0,1,0,2,1,3,4,6,0,1,352,2,196,0,0,0,0,0,0,1,2008,8,4,11.73526869611367
60,61,20,3,13072,1,3,3,0,4,0,20,5,2,0,2,6,5,2004,2004,1,1,12,13,3,4,2,941,0,217,1158,1,0,1,4,1158,0,0,1158,1,0,1,1,3,1,2,5,6,0,2,576,2,0,50,0,0,0,0,0,5,2006,6,5,11.970350312009105
61,62,75,4,7200,1,3,3,0,4,0,9,2,2,0,4,5,7,1920,1996,1,1,8,8,3,4,0,0,0,530,530,1,4,0,4,581,530,0,1111,0,0,1,0,3,1,1,6,6,0,1,288,0,0,0,144,0,0,0,0,3,2007,8,4,11.522875795823397
62,63,120,3,6442,1,0,3,0,4,0,16,2,2,4,2,8,5,2006,2006,1,1,12,13,2,4,2,24,0,1346,1370,1,0,1,4,1370,0,0,1370,0,0,2,0,2,1,2,6,6,1,2,484,2,120,49,0,0,0,0,0,10,2007,8,4,12.218495165528731
63,64,70,4,10300,1,0,0,0,4,0,17,6,1,0,5,7,6,1921,1950,1,1,11,12,3,4,0,0,0,576,576,1,2,1,4,902,808,0,1710,0,0,2,0,3,1,3,9,6,0,2,480,2,12,11,64,0,0,0,0,4,2010,8,4,11.84939770159144
64,65,60,3,9375,1,3,3,0,4,0,5,2,2,0,5,7,5,1997,1998,1,1,12,13,3,4,2,739,0,318,1057,1,0,1,4,1057,977,0,2034,1,0,2,1,3,1,2,8,6,0,2,645,2,576,36,0,0,0,0,0,2,2009,8,4,12.299107511497363
65,66,60,3,9591,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,12,13,2,4,2,0,0,1143,1143,1,0,1,4,1143,1330,0,2473,0,0,2,1,4,1,2,9,6,1,3,852,2,192,151,0,0,0,0,0,10,2007,8,4,12.666657052859417
66,67,20,3,19900,1,3,3,0,4,0,12,3,2,0,2,7,5,1970,1989,1,1,9,10,3,4,1,912,0,1035,1947,1,4,1,4,2207,0,0,2207,1,0,2,0,3,1,3,7,2,1,2,576,2,301,0,0,0,0,0,0,7,2010,8,4,12.100712129872347
67,68,20,3,10665,1,0,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,1,12,13,2,4,2,1013,0,440,1453,1,0,1,4,1479,0,0,1479,1,0,2,0,3,1,2,7,6,0,2,558,2,144,29,0,0,0,0,0,6,2007,8,4,12.328290278254423
68,69,30,4,4608,1,3,3,0,0,0,17,0,2,0,2,4,6,1945,1950,1,1,8,8,3,2,1,0,0,747,747,1,4,1,4,747,0,0,747,0,0,1,0,2,1,3,4,6,0,1,220,2,0,0,0,0,0,0,0,6,2010,8,4,11.289781913656018
69,70,50,3,15593,1,3,3,0,0,0,4,2,2,0,0,7,4,1953,1953,1,1,3,0,2,4,1,603,0,701,1304,2,4,1,4,1304,983,0,2287,0,0,2,0,3,1,3,7,6,1,2,667,2,0,21,114,0,0,0,0,7,2006,8,4,12.323855681186558
70,71,20,3,13651,1,0,3,0,4,0,12,2,2,0,2,7,6,1973,1973,1,1,9,10,3,2,1,1880,0,343,2223,1,0,1,4,2223,0,0,2223,1,0,2,0,3,1,3,8,6,2,2,516,2,300,0,0,0,0,0,0,2,2007,8,4,12.404923504275338
71,72,20,3,7599,1,3,3,0,0,0,11,2,2,0,2,4,6,1982,2006,1,1,6,10,3,4,1,565,0,280,845,1,4,1,4,845,0,0,845,1,0,1,0,2,1,3,4,6,0,2,360,2,0,0,0,0,0,0,0,6,2007,8,4,11.771436160121729
72,73,60,3,10141,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1998,1,1,12,13,3,4,2,0,0,832,832,1,2,1,4,885,833,0,1718,0,0,2,1,3,1,3,7,6,1,2,427,2,0,94,0,0,291,0,0,12,2009,8,4,12.128111104060462
73,74,20,3,10200,1,3,3,0,4,0,12,2,2,0,2,5,7,1954,2003,1,1,13,14,3,4,1,320,362,404,1086,1,2,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,6,0,2,490,2,0,0,0,0,0,0,0,5,2010,8,4,11.883799128308773
74,75,50,4,5790,1,3,3,0,0,0,17,2,2,0,5,3,6,1915,1950,2,1,12,13,2,2,1,0,0,840,840,1,2,0,4,840,765,0,1605,0,0,2,0,3,2,3,8,6,0,1,379,2,0,0,202,0,0,0,0,5,2010,8,4,11.584315461056901
75,76,180,4,1596,1,3,3,0,4,0,10,2,2,3,7,4,5,1973,1973,1,1,5,5,3,4,1,462,0,0,462,1,4,1,4,526,462,0,988,1,0,1,0,2,1,3,5,6,0,1,297,2,120,101,0,0,0,0,0,11,2009,8,4,11.418614785498987
76,77,20,3,8475,1,0,3,0,4,0,12,2,2,0,2,4,7,1956,1956,1,1,12,13,3,4,1,228,0,724,952,1,0,1,0,952,0,0,952,0,0,1,0,2,1,3,4,6,0,1,283,2,0,0,0,0,0,0,0,4,2008,8,4,11.818570237796182
77,78,50,4,8635,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,13,14,3,4,1,336,41,295,672,1,4,1,4,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,1,240,2,0,0,0,0,0,0,0,1,2008,8,4,11.751942365440728
78,79,90,3,10778,1,3,3,0,4,0,19,2,2,2,2,4,5,1968,1968,3,1,6,6,3,4,1,0,0,1768,1768,1,4,0,4,1768,0,0,1768,0,0,2,0,4,2,3,8,6,0,0,0,2,0,0,0,0,0,0,0,4,2010,8,4,11.824079893607152
79,80,50,4,10440,1,3,3,0,0,0,17,2,2,0,5,5,6,1910,1981,1,1,13,14,3,4,2,0,0,440,440,1,2,1,4,682,548,0,1230,0,0,1,1,2,1,3,5,6,0,2,440,2,74,0,128,0,0,0,0,5,2009,8,4,11.608235644774552
80,81,60,3,13000,1,3,3,0,0,0,12,2,2,0,5,6,6,1968,1968,1,1,12,13,3,2,1,448,0,448,896,1,4,1,4,1182,960,0,2142,0,0,2,1,4,1,2,8,6,1,1,509,2,0,72,0,0,252,0,0,6,2009,8,4,12.173032791451973
81,82,120,4,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,3,2,2,1201,0,36,1237,1,0,1,4,1337,0,0,1337,1,0,2,0,2,1,3,5,6,0,2,405,2,0,199,0,0,0,0,0,3,2006,8,4,11.941455846009388
82,83,20,3,10206,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,3,4,2,33,0,1530,1563,1,0,1,4,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,3,758,2,144,99,0,0,0,0,0,10,2008,8,4,12.409013489526863
83,84,20,3,8892,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1960,1,1,8,8,3,4,1,0,0,1065,1065,1,2,1,4,1065,0,0,1065,0,0,1,1,3,1,3,6,6,0,2,461,2,74,0,0,0,0,0,0,7,2007,0,4,11.747997587149712
84,85,80,3,8530,1,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,1,6,6,3,4,2,0,0,384,384,1,2,1,4,804,670,0,1474,0,0,2,1,3,1,3,7,6,1,2,400,2,120,72,0,0,0,0,700,5,2009,8,4,12.034691028774553
85,86,60,3,16059,1,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,2,4,1,0,0,1288,1288,1,0,1,4,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,2,462,2,127,82,0,0,0,0,0,4,2006,8,4,12.468436909997665
86,87,60,3,11911,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,4,2,0,0,684,684,1,0,1,4,684,876,0,1560,0,0,2,1,3,1,2,6,6,1,2,400,2,100,38,0,0,0,0,0,3,2009,8,4,12.066810578196666
87,88,160,1,3951,1,3,3,0,0,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,2,4,2,0,0,612,612,1,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,6,0,2,528,2,0,234,0,0,0,0,0,6,2009,6,5,12.010665849187564
88,89,50,0,8470,1,0,3,0,0,0,9,1,1,0,0,3,2,1915,1982,3,1,9,10,1,1,1,0,0,1013,1013,1,4,0,4,1013,0,513,1526,0,0,1,0,2,1,1,6,6,0,0,0,0,0,0,156,0,0,0,0,10,2009,3,0,11.350406535472453
89,90,20,3,8070,1,3,3,0,4,0,5,2,2,0,2,4,5,1994,1995,1,1,12,13,3,4,2,588,0,402,990,1,0,1,4,990,0,0,990,1,0,1,0,3,1,3,5,6,0,0,0,2,0,0,0,0,0,0,0,8,2007,8,4,11.724805824005728
90,91,20,3,7200,1,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,3,4,3,0,0,0,0,1,4,1,0,1040,0,0,1040,0,0,1,0,2,1,3,4,6,0,2,420,2,0,29,0,0,0,0,0,7,2006,8,4,11.607326140391713
91,92,20,3,8500,1,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,3,4,1,600,0,635,1235,1,4,1,4,1235,0,0,1235,0,0,1,0,2,1,3,6,6,0,2,480,2,0,0,0,0,0,0,0,12,2006,8,0,11.498826540590727
92,93,30,3,13360,1,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,13,14,3,2,0,713,0,163,876,1,0,1,4,964,0,0,964,1,0,1,0,2,1,3,5,6,0,2,432,2,0,0,44,0,0,0,0,8,2009,8,4,12.004568269319446
